,Title,Tags
194,The Gallows Act II,"when ana rue transfer to a prestigi new act school, she encount a malevol spirit after particip in a viral challenge. horror thriller chri milligan ema horvath brittani falardeau chri lofe travi cluff"
195,Terminator: Dark Fate,"decad after sarah connor prevent judgment day, a lethal new termin is sent to elimin the futur leader of the resistance. in a fight to save mankind, battle-harden sarah connor team up with an unexpect alli and an enhanc super soldier to stop the deadliest termin yet. action adventur scienc fiction linda hamilton arnold schwarzenegg mackenzi davi tim miller"
196,Motherless Brooklyn,"new york city, 1957. lionel essrog, a privat detect live with tourett syndrome, tri to solv the murder of hi mentor and best friend, arm onli with vagu clue and the strength of hi obsess mind. drama thriller edward norton bruce willi gugu mbatha-raw edward norton"
197,The Irishman,"pennsylvania, 1956. frank sheeran, a war veteran of irish origin who work as a truck driver, accident meet mobster russel bufalino. onc frank becom hi trust man, bufalino send him to chicago with the task of help jimmi hoffa, a power union leader relat to organ crime, with whom frank will maintain a close friendship for nearli twenti years. crime drama histori robert de niro al pacino joe pesci martin scorses"
198,Harriet,"the extraordinari tale of harriet tubman' escap from slaveri and transform into one of america' greatest heroes. her courage, ingenu and tenac freed hundr of slave and chang the cours of history. drama histori cynthia erivo lesli odom jr. joe alwyn kasi lemmon"
199,Arctic Dogs,anim band togeth to save the day when the evil otto von walru hatch a sinist scheme to acceler global warm and melt the arctic circle. anim adventur comedi jeremi renner jame franco heidi klum aaron woodley
200,Marriage Story,"a stage director and an actress struggl through a grueling, coast-to-coast divorc that push them to their person extremes. drama scarlett johansson adam driver laura dern noah baumbach"
201,Doctor Sleep,"still irrevoc scar by the trauma he endur as a child at the overlook, dan torranc ha fought to find some semblanc of peace. but that peac is shatter when he encount abra, a courag teenag with her own power extrasensori gift, known as the 'shine'. instinct recognis that dan share her power, abra ha sought him out, desper for hi help against the merciless rose the hat and her followers. horror drama fantasi thriller ewan mcgregor rebecca ferguson kyliegh curran mike flanagan"
202,Last Christmas,"kate is a young woman who ha a habit of make bad decisions, and her last date with disast occur after she accept work as santa' elf for a depart store. however, after she meet tom there, her life take a new turn. comedi romanc drama emilia clark henri gold michel yeoh paul feig"
203,Playing with Fire,a crew of rug firefight meet their match when attempt to rescu three rambuncti kids. comedi famili john cena keegan-michael key john leguizamo andi fickman
204,Let It Snow,"when a huge blizzard (that doesn't show sign of stopping) hits, gracetown is complet snow in. but even though it' cold outside, thing are heat up inside, prove that christma is magic when it come to love. romanc comedi isabela merc shameik moor kiernan shipka luke snellin"
205,Midway,"the stori of the battl of midway, and the leader and soldier who use their instincts, fortitud and braveri to overcom massiv odds. war histori action drama ed skrein patrick wilson luke evan roland emmerich"
206,Klaus,"when jesper distinguish himself as the postal academy' worst student, he is sent to smeerensburg, a small villag locat on an ici island abov the arctic circle, where grumpi inhabit bare exchang words, let alon letters. jesper is about to give up and abandon hi duti as a postman when he meet local teacher alva and klaus, a mysteri carpent who live alon in a cabin full of handmad toys. anim famili adventur comedi j. k. simmon jason schwartzman rashida jone sergio pablo"
207,Honey Boy,"the stori of a child star attempt to mend hi relationship with hi law-breaking, alcohol-abus father over the cours of a decade, loos base on shia labeouf’ life. drama shia labeouf luca hedg noah jupe alma har'el"
208,Lady and the Tramp,"lady, a golden cocker spaniel, meet up with a mongrel dog who call himself the tramp. he is obvious from the wrong side of town, but happen at lady' home make her decid to travel with him for a while. famili anim romanc tessa thompson justin theroux kiersey clemon charli bean"
209,Noelle,"kri kringle' daughter, noelle, set off on a mission to find and bring back her brother, after he get cold feet when it' hi turn to take over as santa. famili comedi fantasi anna kendrick bill hader kingsley ben-adir marc lawrenc"
210,Ford v Ferrari,"american car design carrol shelbi and the british-born driver ken mile work togeth to battl corpor interference, the law of physics, and their own person demon to build a revolutionari race car for ford motor compani and take on the domin race car of enzo ferrari at the 24 hour of le man in franc in 1966. drama action histori matt damon christian bale jon bernthal jame mangold"
211,Charlie's Angels,"when a system engin blow the whistl on a danger technology, charlie' angel from across the globe are call into action, put their live on the line to protect society. action adventur comedi kristen stewart naomi scott ella balinska elizabeth bank"
212,The Good Liar,"career con man roy set hi sight on hi latest mark: recent widow betty, worth millions. and he mean to take it all. but as the two draw closer, what should have been anoth simpl swindl take on the ultim stakes. drama mysteri crime ian mckellen helen mirren russel tovey bill condon"
213,The Report,"the stori of daniel jones, lead investig for the us senate’ sweep studi into the cia' detent and interrog program, which wa found to be brutal, immor and ineffective. with the truth at stake, jone battl tirelessli to make public what mani in power sought to keep hidden. thriller drama adam driver annett bene ted levin scott z. burn"
214,Waves,a control father’ attempt to ensur that hi two children succeed in high school backfir after hi son experi a career-end sport injury. their famili bond are eventu place under sever strain by an unexpect tragedy. romanc drama kelvin harrison jr. luca hedg taylor russel trey edward shult
215,Frozen II,"elsa, anna, kristoff and olaf head far into the forest to learn the truth about an ancient mysteri of their kingdom. famili anim adventur comedi fantasi music idina menzel kristen bell jonathan groff chri buck jennif lee"
216,A Beautiful Day in the Neighborhood,"an award-win cynic journalist, lloyd vogel, begrudgingli accept an assign to write an esquir profil piec on the belov televis icon fred rogers. after hi encount with rogers, vogel' perspect on life is transformed. drama tom hank matthew rhi susan kelechi watson mariel heller"
217,21 Bridges,"an embattl nypd detective, is thrust into a citywid manhunt for a pair of cop killer after uncov a massiv and unexpect conspiracy. as the night unfolds, line becom blur on who he is pursuing, and who is in pursuit of him. crime action drama chadwick boseman sienna miller stephan jame brian kirk"
